student_id;taxi_id;weekday;longitude;latitude;cluster;iscore;id_vertice
369584;1;0;0.0;39.9211037;-1;-1;1165
369584;1;0;0.0;39.9229857;1;1;1166
369584;1;0;0.0;39.9073638;-1;-1;19747
369584;100;0;0.0;39.8727177;-1;-1;30617
369584;10000;0;0.0;39.9285739;-1;-1;4654
369584;10000;0;0.0;39.9225629;-1;-1;4660
369584;10000;0;0.0;39.9210766;-1;-1;4591
369584;10000;0;0.0;39.9172911;-1;-1;26633
369584;10000;0;0.0;39.9124326;-1;-1;26631
369584;10000;0;0.0;39.9075366;-1;-1;8641
369584;10005;0;0.0;39.877407;-1;-1;14664
369584;10005;0;0.0;39.8818691;-1;-1;4449
369584;10005;0;0.0;39.8818691;-1;-1;4449
369584;10005;0;0.0;39.8818894;-1;-1;3583
369584;10005;0;0.0;39.8879089;-1;-1;24823
369584;10005;0;0.0;39.8878073;-1;-1;14476
369584;10005;0;0.0;39.881956;-1;-1;4635
369584;10005;0;0.0;39.8863395;-1;-1;4680
369584;10008;0;0.0;39.9025793;-1;-1;7635
369584;10008;0;0.0;39.9025793;-1;-1;7635
369584;10008;0;0.0;39.8949328;-1;-1;32803
369584;10008;0;0.0;39.8941205;-1;-1;32838
369584;10008;0;0.0;39.8502972;-1;-1;2874
369584;10008;0;0.0;39.8483266;-1;-1;33405
369584;10008;0;0.0;39.8404318;-1;-1;23505
369584;10008;0;0.0;39.8404318;-1;-1;23505
369584;10008;0;0.0;39.8216504;-1;-1;21161
369584;10008;0;0.0;39.8158534;-1;-1;33362
369584;10008;0;0.0;39.8158534;-1;-1;33362
369584;10009;0;0.0;39.9661877;-1;-1;25545
369584;10009;0;0.0;39.9672159;-1;-1;21941
369584;10009;0;0.0;39.960575;-1;-1;25582
369584;10009;0;0.0;39.9832103;-1;-1;25458
369584;10009;0;0.0;40.0248734;-1;-1;4877
369584;10009;0;0.0;40.048474;-1;-1;10075
369584;1001;0;0.0;39.9028678;-1;-1;330
369584;1001;0;0.0;39.9067603;-1;-1;22700
369584;1001;0;0.0;39.9067293;-1;-1;22704
369584;1001;0;0.0;39.9069383;-1;-1;3936
369584;1001;0;0.0;39.9073329;-1;-1;35044
369584;1001;0;0.0;39.9069199;-1;-1;4114
369584;1001;0;0.0;39.9095539;-1;-1;6155
369584;1001;0;0.0;39.914286;-1;-1;1117
369584;1001;0;0.0;39.9227115;-1;-1;4295
369584;1001;0;0.0;39.9241271;-1;-1;14014
369584;1001;0;0.0;39.9231811;-1;-1;23898
369584;10010;0;0.0;40.0072158;-1;-1;37590
369584;10010;0;0.0;39.9910189;-1;-1;24640
369584;10010;0;0.0;39.9853687;-1;-1;21864
369584;10010;0;0.0;39.9593761;-1;-1;29759
369584;10010;0;0.0;39.9531988;-1;-1;24677
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10013;0;0.0;39.8683692;-1;-1;32351
369584;10015;0;0.0;39.9440232;-1;-1;401
369584;10015;0;0.0;39.9618514;-1;-1;29923
369584;10015;0;0.0;40.0041655;-1;-1;13470
369584;10015;0;0.0;40.0309015;-1;-1;30678
369584;10015;0;0.0;40.0405924;-1;-1;9051
369584;10015;0;0.0;40.0549416;-1;-1;17379
369584;10016;0;0.0;39.8216947;-1;-1;26855
369584;10016;0;0.0;39.821872;-1;-1;24799
369584;10016;0;0.0;39.8300594;-1;-1;18367
369584;10016;0;0.0;39.8334392;-1;-1;7129
369584;10016;0;0.0;39.8387403;-1;-1;7145
369584;10016;0;0.0;39.8556035;-1;-1;2515
369584;10017;0;0.0;39.9923863;-1;-1;28364
369584;10017;0;0.0;39.9223345;-1;-1;3859
369584;10020;0;0.0;39.9187028;-1;-1;7942
369584;10020;0;0.0;39.9187028;-1;-1;7942
369584;10020;0;0.0;39.9187028;-1;-1;7942
369584;10020;0;0.0;39.9187028;-1;-1;7942
369584;10021;0;0.0;40.0247749;-1;-1;25470
369584;10021;0;0.0;40.0525662;-1;-1;30247
369584;10021;0;0.0;40.0795153;2;1;30641
369584;10021;0;0.0;40.0734884;-1;-1;26367
369584;10021;0;0.0;40.0711393;-1;-1;16515
369584;10021;0;0.0;40.0711393;-1;-1;16515
369584;10024;0;0.0;39.5555665;-1;-1;30141
369584;10024;0;0.0;39.5555665;-1;-1;30141
369584;10024;0;0.0;39.5555665;-1;-1;30141
369584;10024;0;0.0;39.5555665;-1;-1;30141
369584;10024;0;0.0;39.5555665;-1;-1;30141
369584;10025;0;0.0;39.9748238;-1;-1;18191
369584;10025;0;0.0;39.9814269;-1;-1;28265
369584;10025;0;0.0;39.9844544;-1;-1;26928
369584;10025;0;0.0;39.9851828;-1;-1;358
369584;10025;0;0.0;39.9921548;-1;-1;21373
369584;10027;0;0.0;40.0644221;3;1;10092
369584;10027;0;0.0;40.0644221;3;0;10092
369584;10027;0;0.0;40.0644221;3;0;10092
369584;10027;0;0.0;40.0644221;3;0;10092
369584;10027;0;0.0;40.0633753;-1;-1;10093
369584;10027;0;0.0;40.0599124;-1;-1;10063
369584;10028;0;0.0;39.9225647;-1;-1;9949
369584;10028;0;0.0;39.8654798;-1;-1;27751
369584;10028;0;0.0;39.8660053;-1;-1;4311
369584;10028;0;0.0;39.8665355;-1;-1;24848
369584;10028;0;0.0;39.8603486;-1;-1;1861
369584;1003;0;0.0;39.9740506;-1;-1;32489
369584;1003;0;0.0;39.9755339;-1;-1;27662
369584;1003;0;0.0;39.9758868;-1;-1;35129
369584;1003;0;0.0;39.9820641;-1;-1;6992
369584;1003;0;0.0;39.9821459;-1;-1;6366
369584;1003;0;0.0;39.9859875;-1;-1;32572
369584;1003;0;0.0;39.9859875;-1;-1;32572
369584;1003;0;0.0;39.9820285;-1;-1;6011
369584;1003;0;0.0;39.9758271;-1;-1;6999
369584;1003;0;0.0;39.9678464;-1;-1;8514
369584;1003;0;0.0;39.9671678;-1;-1;21937
369584;10032;0;0.0;39.9226077;-1;-1;5201
